,FIPS,STNAME,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,NHWA_MALE,NHWA_FEMALE,NHWhite_Alone,Not_NHWhite_Alone,MinorityMinority,MinorityPCT,Black,BlackPCT,Hispanic,HispanicPCT,locationID,slug,name,level,city,county,state,country,lat,long,population,aggregate,tz,cases,deaths,recovered,active,tested,hospitalized,hospitalized_current,discharged,icu,icu_current
344,37079,North Carolina,Greene County,21429,11623,9806,6777,5864,5328,4851,10179,11250,Yes,52.50%,7953,37%,3091,14.42%,iso1:us#iso2:us-oh#fips:39057,greene-county-ohio-us,"Greene County, Ohio, United States",county,0.0,Greene County,Ohio,United States,39.69,-83.89,168937,0.0,America/New_York,2728.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,37079,North Carolina,Greene County,21429,11623,9806,6777,5864,5328,4851,10179,11250,Yes,52.50%,7953,37%,3091,14.42%,iso1:us#iso2:us-pa#fips:42059,greene-county-pennsylvania-us,"Greene County, Pennsylvania, United States",county,0.0,Greene County,Pennsylvania,United States,39.85,-80.22,36233,0.0,America/New_York,256.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,37079,North Carolina,Greene County,21429,11623,9806,6777,5864,5328,4851,10179,11250,Yes,52.50%,7953,37%,3091,14.42%,iso1:us#iso2:us-tn#fips:47059,greene-county-tennessee-us,"Greene County, Tennessee, United States",county,0.0,Greene County,Tennessee,United States,36.18,-82.85,69069,0.0,America/New_York,1927.0,55.0,0.0,0.0,22920.0,96.0,0.0,0.0,0.0,0.0
347,37079,North Carolina,Greene County,21429,11623,9806,6777,5864,5328,4851,10179,11250,Yes,52.50%,7953,37%,3091,14.42%,iso1:us#iso2:us-va#fips:51079,greene-county-virginia-us,"Greene County, Virginia, United States",county,0.0,Greene County,Virginia,United States,38.3,-78.47,19819,0.0,America/New_York,294.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
1059,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-al#fips:01071,jackson-county-alabama-us,"Jackson County, Alabama, United States",county,0.0,Jackson County,Alabama,United States,34.78,-86.0,51626,0.0,America/Chicago,2282.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ar#fips:05067,jackson-county-arkansas-us,"Jackson County, Arkansas, United States",county,0.0,Jackson County,Arkansas,United States,35.6,-91.21,16719,0.0,America/Chicago,812.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-co#fips:08057,jackson-county-colorado-us,"Jackson County, Colorado, United States",county,0.0,Jackson County,Colorado,United States,40.67,-106.34,1392,0.0,America/Denver,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-fl#fips:12063,jackson-county-florida-us,"Jackson County, Florida, United States",county,0.0,Jackson County,Florida,United States,30.8,-85.22,46414,0.0,America/Chicago,3147.0,83.0,0.0,0.0,18328.0,0.0,0.0,0.0,0.0,0.0
1063,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ga#fips:13157,jackson-county-georgia-us,"Jackson County, Georgia, United States",county,0.0,Jackson County,Georgia,United States,34.13,-83.57,72977,0.0,America/New_York,2457.0,42.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0
1064,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ia#fips:19097,jackson-county-iowa-us,"Jackson County, Iowa, United States",county,0.0,Jackson County,Iowa,United States,42.17,-90.57,19439,0.0,America/Chicago,735.0,3.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-il#fips:17077,jackson-county-illinois-us,"Jackson County, Illinois, United States",county,0.0,Jackson County,Illinois,United States,37.79,-89.38,56750,0.0,America/Chicago,1637.0,26.0,0.0,0.0,23832.0,0.0,0.0,0.0,0.0,0.0
1066,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-in#fips:18071,jackson-county-indiana-us,"Jackson County, Indiana, United States",county,0.0,Jackson County,Indiana,United States,38.91,-86.04,44231,0.0,America/Indiana/Indianapolis,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ks#fips:20085,jackson-county-kansas-us,"Jackson County, Kansas, United States",county,0.0,Jackson County,Kansas,United States,39.42,-95.79,13171,0.0,America/Chicago,344.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ky#fips:21109,jackson-county-kentucky-us,"Jackson County, Kentucky, United States",county,0.0,Jackson County,Kentucky,United States,37.42,-84.01,13329,0.0,America/New_York,470.0,17.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-mi#fips:26075,jackson-county-michigan-us,"Jackson County, Michigan, United States",county,0.0,Jackson County,Michigan,United States,42.25,-84.42,158510,0.0,America/Detroit,1955.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-mn#fips:27063,jackson-county-minnesota-us,"Jackson County, Minnesota, United States",county,0.0,Jackson County,Minnesota,United States,43.67,-95.15,9846,0.0,America/Chicago,226.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-mo#fips:29095,jackson-county-missouri-us,"Jackson County, Missouri, United States",county,0.0,Jackson County,Missouri,United States,39.01,-94.35,703011,0.0,America/Chicago,0.0,0.0,0.0,0.0,21967.0,0.0,0.0,0.0,0.0,0.0
1072,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ms#fips:28059,jackson-county-mississippi-us,"Jackson County, Mississippi, United States",county,0.0,Jackson County,Mississippi,United States,30.54,-88.64,143617,0.0,America/Chicago,4917.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-nc#fips:37099,jackson-county-north-carolina-us,"Jackson County, North Carolina, United States",county,0.0,Jackson County,North Carolina,United States,35.29,-83.14,43938,0.0,America/New_York,1109.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-oh#fips:39079,jackson-county-ohio-us,"Jackson County, Ohio, United States",county,0.0,Jackson County,Ohio,United States,39.02,-82.62,32413,0.0,America/New_York,526.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-ok#fips:40065,jackson-county-oklahoma-us,"Jackson County, Oklahoma, United States",county,0.0,Jackson County,Oklahoma,United States,34.59,-99.41,24530,0.0,America/Chicago,1169.0,13.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-or#fips:41029,jackson-county-oregon-us,"Jackson County, Oregon, United States",county,0.0,Jackson County,Oregon,United States,42.43,-122.73,220944,0.0,America/Los_Angeles,1865.0,7.0,0.0,0.0,44134.0,0.0,0.0,0.0,0.0,0.0
1077,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-sd#fips:46071,jackson-county-south-dakota-us,"Jackson County, South Dakota, United States",county,0.0,Jackson County,South Dakota,United States,43.69,-101.63,3344,0.0,America/Denver,132.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-tn#fips:47087,jackson-county-tennessee-us,"Jackson County, Tennessee, United States",county,0.0,Jackson County,Tennessee,United States,36.36,-85.67,11786,0.0,America/Chicago,477.0,8.0,0.0,0.0,3602.0,19.0,0.0,0.0,0.0,0.0
1079,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-tx#fips:48239,jackson-county-texas-us,"Jackson County, Texas, United States",county,0.0,Jackson County,Texas,United States,28.95,-96.58,14760,0.0,America/Chicago,656.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-wi#fips:55053,jackson-county-wisconsin-us,"Jackson County, Wisconsin, United States",county,0.0,Jackson County,Wisconsin,United States,44.32,-90.81,20643,0.0,America/Chicago,564.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,37099,North Carolina,Jackson County,40448,19966,20482,17104,17527,16190,16861,33051,7397,No,18.29%,823,2%,2015,4.98%,iso1:us#iso2:us-wv#fips:54035,jackson-county-west-virginia-us,"Jackson County, West Virginia, United States",county,0.0,Jackson County,West Virginia,United States,38.83,-81.67,28576,0.0,America/New_York,406.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-al#fips:01089,madison-county-alabama-us,"Madison County, Alabama, United States",county,0.0,Madison County,Alabama,United States,34.76,-86.55,372909,0.0,America/Chicago,9619.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ar#fips:05087,madison-county-arkansas-us,"Madison County, Arkansas, United States",county,0.0,Madison County,Arkansas,United States,36.01,-93.72,16576,0.0,America/Chicago,434.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-fl#fips:12079,madison-county-florida-us,"Madison County, Florida, United States",county,0.0,Madison County,Florida,United States,30.44,-83.47,18493,0.0,America/New_York,1083.0,25.0,0.0,0.0,6547.0,0.0,0.0,0.0,0.0,0.0
2743,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ga#fips:13195,madison-county-georgia-us,"Madison County, Georgia, United States",county,0.0,Madison County,Georgia,United States,34.13,-83.21,29880,0.0,America/New_York,812.0,11.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0
2744,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ia#fips:19121,madison-county-iowa-us,"Madison County, Iowa, United States",county,0.0,Madison County,Iowa,United States,41.33,-94.02,16338,0.0,America/Chicago,383.0,3.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-id#fips:16065,madison-county-idaho-us,"Madison County, Idaho, United States",county,0.0,Madison County,Idaho,United States,43.78,-111.66,39907,0.0,America/Boise,2611.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-il#fips:17119,madison-county-illinois-us,"Madison County, Illinois, United States",county,0.0,Madison County,Illinois,United States,38.83,-89.91,262966,0.0,America/Chicago,7554.0,158.0,0.0,0.0,101874.0,0.0,0.0,0.0,0.0,0.0
2747,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-in#fips:18095,madison-county-indiana-us,"Madison County, Indiana, United States",county,0.0,Madison County,Indiana,United States,40.16,-85.72,129569,0.0,America/Indiana/Indianapolis,351.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ky#fips:21151,madison-county-kentucky-us,"Madison County, Kentucky, United States",county,0.0,Madison County,Kentucky,United States,37.72,-84.28,92987,0.0,America/New_York,2395.0,13.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-mo#fips:29123,madison-county-missouri-us,"Madison County, Missouri, United States",county,0.0,Madison County,Missouri,United States,37.48,-90.35,12088,0.0,America/Chicago,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0
2750,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ms#fips:28089,madison-county-mississippi-us,"Madison County, Mississippi, United States",county,0.0,Madison County,Mississippi,United States,32.63,-90.03,106272,0.0,America/Chicago,3894.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-mt#fips:30057,madison-county-montana-us,"Madison County, Montana, United States",county,0.0,Madison County,Montana,United States,45.3,-111.92,8600,0.0,America/Denver,196.0,1.0,156.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0
2752,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-nc#fips:37115,madison-county-north-carolina-us,"Madison County, North Carolina, United States",county,0.0,Madison County,North Carolina,United States,35.86,-82.71,21755,0.0,America/New_York,295.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ne#fips:31119,madison-county-nebraska-us,"Madison County, Nebraska, United States",county,0.0,Madison County,Nebraska,United States,41.92,-97.6,35099,0.0,America/Chicago,1488.0,10.0,0.0,1478.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-ny#fips:36053,madison-county-new-york-us,"Madison County, New York, United States",county,0.0,Madison County,New York,United States,42.91,-75.67,70941,0.0,America/New_York,585.0,17.0,0.0,0.0,48492.0,0.0,0.0,0.0,0.0,0.0
2755,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-oh#fips:39097,madison-county-ohio-us,"Madison County, Ohio, United States",county,0.0,Madison County,Ohio,United States,39.89,-83.4,44731,0.0,America/New_York,1112.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-tn#fips:47113,madison-county-tennessee-us,"Madison County, Tennessee, United States",county,0.0,Madison County,Tennessee,United States,35.61,-88.84,97984,0.0,America/Chicago,3927.0,80.0,0.0,0.0,37504.0,200.0,0.0,0.0,0.0,0.0
2757,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-tx#fips:48313,madison-county-texas-us,"Madison County, Texas, United States",county,0.0,Madison County,Texas,United States,30.97,-95.93,14284,0.0,America/Chicago,768.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,37115,North Carolina,Madison County,20742,10261,10481,9864,10148,9637,9960,19597,1145,No,5.52%,289,1%,459,2.21%,iso1:us#iso2:us-va#fips:51113,madison-county-virginia-us,"Madison County, Virginia, United States",county,0.0,Madison County,Virginia,United States,38.41,-78.28,13261,0.0,America/New_York,139.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
3400,37117,North Carolina,Martin County,23961,11224,12737,6303,6741,5926,6484,12410,11551,No,48.21%,10467,44%,816,3.41%,iso1:us#iso2:us-fl#fips:12085,martin-county-florida-us,"Martin County, Florida, United States",county,0.0,Martin County,Florida,United States,27.08,-80.43,161000,0.0,America/New_York,5407.0,167.0,0.0,0.0,43029.0,0.0,0.0,0.0,0.0,0.0
3401,37117,North Carolina,Martin County,23961,11224,12737,6303,6741,5926,6484,12410,11551,No,48.21%,10467,44%,816,3.41%,iso1:us#iso2:us-in#fips:18101,martin-county-indiana-us,"Martin County, Indiana, United States",county,0.0,Martin County,Indiana,United States,38.71,-86.8,10255,0.0,America/Indiana/Vincennes,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3402,37117,North Carolina,Martin County,23961,11224,12737,6303,6741,5926,6484,12410,11551,No,48.21%,10467,44%,816,3.41%,iso1:us#iso2:us-ky#fips:21159,martin-county-kentucky-us,"Martin County, Kentucky, United States",county,0.0,Martin County,Kentucky,United States,37.8,-82.51,11195,0.0,America/New_York,221.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,37117,North Carolina,Martin County,23961,11224,12737,6303,6741,5926,6484,12410,11551,No,48.21%,10467,44%,816,3.41%,iso1:us#iso2:us-mn#fips:27091,martin-county-minnesota-us,"Martin County, Minnesota, United States",county,0.0,Martin County,Minnesota,United States,43.67,-94.55,19683,0.0,America/Chicago,637.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,37117,North Carolina,Martin County,23961,11224,12737,6303,6741,5926,6484,12410,11551,No,48.21%,10467,44%,816,3.41%,iso1:us#iso2:us-nc#fips:37117,martin-county-north-carolina-us,"Martin County, North Carolina, United States",county,0.0,Martin County,North Carolina,United States,35.84,-77.11,22440,0.0,America/New_York,664.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,37117,North Carolina,Martin County,23961,11224,12737,6303,6741,5926,6484,12410,11551,No,48.21%,10467,44%,816,3.41%,iso1:us#iso2:us-tx#fips:48317,martin-county-texas-us,"Martin County, Texas, United States",county,0.0,Martin County,Texas,United States,32.31,-101.95,5771,0.0,America/Chicago,92.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3860,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-al#fips:01101,montgomery-county-alabama-us,"Montgomery County, Alabama, United States",county,0.0,Montgomery County,Alabama,United States,32.22,-86.21,226486,0.0,America/Chicago,10576.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3861,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ar#fips:05097,montgomery-county-arkansas-us,"Montgomery County, Arkansas, United States",county,0.0,Montgomery County,Arkansas,United States,34.54,-93.66,8986,0.0,America/Chicago,186.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3862,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ga#fips:13209,montgomery-county-georgia-us,"Montgomery County, Georgia, United States",county,0.0,Montgomery County,Georgia,United States,32.17,-82.53,9172,0.0,America/New_York,377.0,10.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
3863,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ia#fips:19137,montgomery-county-iowa-us,"Montgomery County, Iowa, United States",county,0.0,Montgomery County,Iowa,United States,41.03,-95.16,9917,0.0,America/Chicago,206.0,7.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3864,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-il#fips:17135,montgomery-county-illinois-us,"Montgomery County, Illinois, United States",county,0.0,Montgomery County,Illinois,United States,39.23,-89.48,28414,0.0,America/Chicago,667.0,16.0,0.0,0.0,18160.0,0.0,0.0,0.0,0.0,0.0
3865,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-in#fips:18107,montgomery-county-indiana-us,"Montgomery County, Indiana, United States",county,0.0,Montgomery County,Indiana,United States,40.04,-86.89,38338,0.0,America/Indiana/Indianapolis,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3866,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ks#fips:20125,montgomery-county-kansas-us,"Montgomery County, Kansas, United States",county,0.0,Montgomery County,Kansas,United States,37.19,-95.74,31829,0.0,America/Chicago,706.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ky#fips:21173,montgomery-county-kentucky-us,"Montgomery County, Kentucky, United States",county,0.0,Montgomery County,Kentucky,United States,38.03,-83.91,28157,0.0,America/New_York,541.0,6.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3868,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-md#fips:24031,montgomery-county-maryland-us,"Montgomery County, Maryland, United States",county,0.0,Montgomery County,Maryland,United States,39.14,-77.2,1050688,0.0,America/New_York,25831.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3869,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-mo#fips:29139,montgomery-county-missouri-us,"Montgomery County, Missouri, United States",county,0.0,Montgomery County,Missouri,United States,38.94,-91.47,11551,0.0,America/Chicago,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0
3870,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ms#fips:28097,montgomery-county-mississippi-us,"Montgomery County, Mississippi, United States",county,0.0,Montgomery County,Mississippi,United States,33.49,-89.62,9775,0.0,America/Chicago,569.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3871,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-nc#fips:37123,montgomery-county-north-carolina-us,"Montgomery County, North Carolina, United States",county,0.0,Montgomery County,North Carolina,United States,35.33,-79.91,27173,0.0,America/New_York,1208.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3872,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-ny#fips:36057,montgomery-county-new-york-us,"Montgomery County, New York, United States",county,0.0,Montgomery County,New York,United States,42.9,-74.44,49221,0.0,America/New_York,273.0,4.0,0.0,0.0,33893.0,0.0,0.0,0.0,0.0,0.0
3873,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-oh#fips:39113,montgomery-county-ohio-us,"Montgomery County, Ohio, United States",county,0.0,Montgomery County,Ohio,United States,39.75,-84.29,531687,0.0,America/New_York,11748.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-pa#fips:42091,montgomery-county-pennsylvania-us,"Montgomery County, Pennsylvania, United States",county,0.0,Montgomery County,Pennsylvania,United States,40.21,-75.37,830915,0.0,America/New_York,14157.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3875,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-tn#fips:47125,montgomery-county-tennessee-us,"Montgomery County, Tennessee, United States",county,0.0,Montgomery County,Tennessee,United States,36.5,-87.38,208993,0.0,America/Chicago,4428.0,61.0,0.0,0.0,56773.0,141.0,0.0,0.0,0.0,0.0
3876,37123,North Carolina,Montgomery County,27668,13385,14283,10478,10913,8541,9176,17717,9951,No,35.97%,5270,19%,4044,14.62%,iso1:us#iso2:us-tx#fips:48339,montgomery-county-texas-us,"Montgomery County, Texas, United States",county,0.0,Montgomery County,Texas,United States,30.3,-95.5,607391,0.0,America/Chicago,14175.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
